"フィーチャID","形状(WKT)","施設名称","所在地","診療科目","開設者分類","病床数","救急告示病院","災害拠点病院","期間開始日時","期間終了日時","作成者","作成日時","更新者","更新日時"
"322","POINT(137.147441546702 35.0990633433059)","中根歯科","豊田市栄生町５－４７－１","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"323","POINT(137.204479813006 35.1949391651798)","中山歯科クリニック","豊田市藤岡飯野町辻戸８９５","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"325","POINT(137.115324873772 35.0335757063623)","中町歯科","豊田市中町中郷１４４－９","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"326","POINT(137.314914471457 35.1344856772015)","中野歯科医院","豊田市足助町西町１５－１","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"328","POINT(137.164067789518 35.0888737586172)","塚本歯科医院","豊田市日之出町２－９－２１","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"331","POINT(137.194565679066 35.068028917832)","土井歯科医院","豊田市志賀町栃本７３７－１","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"333","POINT(137.209971459059 35.0647662791091)","藤歯科医院","豊田市松平志賀町丸山３８－１","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"347","POINT(137.153925925814 35.086238904662)","服部矯正小児歯科","豊田市西町６丁目３番７号","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"348","POINT(137.157088560706 35.0317476148663)","服部歯科","豊田市渡刈町６－５２－１","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"349","POINT(137.191087984354 35.0704494018329)","福岡歯科医院(泉)","豊田市泉町３－６－９","歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"350","POINT(137.187026753084 35.1165260533646)","福岡歯科医院(平戸橋)","豊田市平戸橋町石平７６－６","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"353","POINT(137.13649983359 35.1471809301049)","保見団地歯科診療所","豊田市保見ケ丘５－１","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"356","POINT(137.182126086745 35.0877922312936)","豊田キッズファミリー歯科","豊田市上野町６－１０５－１５","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"364","POINT(137.183829653989 35.0932031661392)","豊田第一歯科","豊田市高上２－１－１","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"365","POINT(137.089832028165 35.0222905426037)","豊田中央歯科","豊田市中根町町田８０－２","内科、歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"371","POINT(137.144119942286 35.0906823285177)","矢頭歯科医院","豊田市小坂町３－７","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"373","POINT(137.143312034966 35.0661265737391)","緑ヶ丘デンタルクリニック","豊田市緑ケ丘２－２８－５","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"374","POINT(137.15795298035 35.0854036536615)","鈴木歯科医院（桜町）","豊田市桜町１－４９","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"375","POINT(137.320788020884 35.1388848233752)","鈴木歯科医院（足助）","豊田市足助町石橋２－１１","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"379","POINT(137.376660633714 34.7615980185266)","（医）K's Dental Clinic","豊橋市花田二番町１００","歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"383","POINT(137.3604959 34.70927626)","（医）かわい歯科","豊橋市植田町字関取１６－２","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"385","POINT(136.914541867157 34.8595691267122)","(医)スマイルスマイルファミリー歯科","武豊町天神前2-171","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"392","POINT(137.392498204728 34.7648503900511)","（医）みやび会　ひきた歯科","豊橋市大手町３５番地","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"420","POINT(137.38250720417 34.7663323505469)","（医）三宅歯科医院","豊橋市大橋通二丁目１２４－１","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"425","POINT(136.972110405442 34.9542747844839)","（医）至誠会二村医院デンタルクリニック","東浦町生路字門田96-2　フィロスビル２階","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"426","POINT(136.91010886746 34.8756833610373)","（医）慈修会池田歯科","半田市青山3-9-8","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"432","POINT(136.9151779 35.29501333)","（医）昌和会　苅谷歯科","小牧市山北町74番地","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"434","POINT(136.9530189 34.92544255)","（医）上池歯科診療所","半田市一本木町1-32-4","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"437","POINT(137.4809625 34.72496528)","（医）水谷歯科医院","豊橋市中原町字東山６８－３１","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"439","POINT(136.9130773 34.8952586)","（医）政明会鈴木歯科医院","半田市北二ッ坂町1-2-10","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"443","POINT(137.3634554 34.68292864)","（医）青林会森歯科医院","豊橋市南大清水町字富士見３７９－１","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"445","POINT(137.407302554919 34.7506023483608)","（医）積善会　クレサ歯科","豊橋市向山町字三ノ輪１３番地１","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"454","POINT(137.415996135106 34.7782033768474)","（医）大成会広小路歯科","豊橋市牛川通二丁目９－１７","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"455","POINT(136.8208551 35.2298215)","(医)大里会　大里ﾃﾞﾝﾀﾙｸﾘﾆｯｸ","稲沢市日下部北町５丁目８４－３","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"459","POINT(137.417617818147 34.7735898039398)","（医）中島歯科医院","豊橋市南牛川一丁目８－１０","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
